"STATE JOB
NUMBER",TERMINI,"ARDOT
DISTRICT",COUNTY,ROUTE,FFY,TYPE OF WORK,LENGTH,"TOTAL
COST",NHPP,NHFP,HSIP,RAIL-HWY,EARMARK,STBGP,"STBGP
(BR OFF)","STBGP
(GT 200K)",BFP,"BFP
(BR OFF)",NEVFP,"CRP 
(FLEX)","CRP 
(GT 200K)",PROTECT,AC,REC. TRAILS,"CMAQ
(FLEX)","CMAQ
(AQ)",TAP,"TAP
(GT 200K)",CHBP,INFRA,RAISE,COVID,MATA,GAP,FLAP,FLTP,ERFO,"MARINE
FUEL TAX","FERRY
BOAT",DBE,OJT,CAP,"AMENDMENT
 101",STATE,ACT 416,"STATE-
LOCAL",LOCAL,"AGENCY
CARRYING
OUT THE
PROJECT",CARTS,JATS,NARTS,PBATS,TUTS,WMATS,FRONTIER,TRI-LAKES,COMMENTS
CARTS24,Ozone Action Days,,,,2027,Miscellaneous,0.000, $60 ,,,,,,,,,,,,,,,,, $48 ,,,,,,,,,,,,,,,,,,,,,, $12 ,Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
CARTS24,Ozone Action Days,,,,2028,Miscellaneous,0.000, $60 ,,,,,,,,,,,,,,,,, $48 ,,,,,,,,,,,,,,,,,,,,,, $12 ,Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS35,Various NARTS TAP Attrib Projects,,,,2025,Miscellaneous,0.000," $1,660 ",,,,,,,,,,,,,,,,,,,," $1,328 ",,,,,,,,,,,,,,,,,,, $332 ,Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS35,Various NARTS TAP Attrib Projects,,,,2026,Miscellaneous,0.000," $1,694 ",,,,,,,,,,,,,,,,,,,," $1,355 ",,,,,,,,,,,,,,,,,,, $339 ,Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS35,Various NARTS TAP Attrib Projects,,,,2027,Miscellaneous,0.000," $1,728 ",,,,,,,,,,,,,,,,,,,," $1,382 ",,,,,,,,,,,,,,,,,,, $346 ,Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS35,Various NARTS TAP Attrib Projects,,,,2028,Miscellaneous,0.000," $1,763 ",,,,,,,,,,,,,,,,,,,," $1,410 ",,,,,,,,,,,,,,,,,,, $353 ,Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS36,Various NARTS Attrib Projects,,,,2025,Miscellaneous,," $14,205 ",,,,,,,," $9,973 ",,,,," $1,431 ",,,,,,,,,,,,,,,,,,,,,,,,,," $2,801 ",Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS36,Various NARTS Attrib Projects,,,,2026,Miscellaneous,," $15,626 ",,,,,,,," $11,002 ",,,,," $1,459 ",,,,,,,,,,,,,,,,,,,,,,,,,," $3,165 ",Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS36,Various NARTS Attrib Projects,,,,2027,Miscellaneous,," $16,469 ",,,,,,,," $11,646 ",,,,," $1,489 ",,,,,,,,,,,,,,,,,,,,,,,,,," $3,334 ",Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS36,Various NARTS Attrib Projects,,,,2028,Miscellaneous,," $12,941 ",,,,,,,," $8,795 ",,,,," $1,518 ",,,,,,,,,,,,,,,,,,,,,,,,,," $2,628 ",Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS37,NARTS Planning,,,,2026,Planning,0.000, $250 ,,,,,,,, $200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $50 ,Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS37,NARTS Planning,,,,2027,Planning,0.000, $250 ,,,,,,,, $200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $50 ,Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
NARTS37,NARTS Planning,,,,2028,Planning,0.000, $250 ,,,,,,,, $200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $50 ,Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
WMATS21,Various WMATS TAP Attrib Projects,,,,2025,Miscellaneous,0.000, $175 ,,,,,,,,,,,,,,,,,,,, $140 ,,,,,,,,,,,,,,,,,,, $35 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS21,Various WMATS TAP Attrib Projects,,,,2026,Miscellaneous,0.000, $179 ,,,,,,,,,,,,,,,,,,,, $143 ,,,,,,,,,,,,,,,,,,, $36 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS21,Various WMATS TAP Attrib Projects,,,,2027,Miscellaneous,0.000, $181 ,,,,,,,,,,,,,,,,,,,, $145 ,,,,,,,,,,,,,,,,,,, $36 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS21,Various WMATS TAP Attrib Projects,,,,2028,Miscellaneous,0.000, $185 ,,,,,,,,,,,,,,,,,,,, $148 ,,,,,,,,,,,,,,,,,,, $37 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS22,CMAQ Non - Attainment Project,,,,2025,Improve Air Quality,, $864 ,,,,,,,,,,,,,,,,,, $691 ,,,,,,,,,,,,,,,,,,,,, $173 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS22,CMAQ Non - Attainment Project,,,,2026,Improve Air Quality,, $880 ,,,,,,,,,,,,,,,,,, $704 ,,,,,,,,,,,,,,,,,,,,, $176 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS22,CMAQ Non - Attainment Project,,,,2027,Improve Air Quality,, $899 ,,,,,,,,,,,,,,,,,, $719 ,,,,,,,,,,,,,,,,,,,,, $180 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS22,CMAQ Non - Attainment Project,,,,2028,Improve Air Quality,, $916 ,,,,,,,,,,,,,,,,,, $733 ,,,,,,,,,,,,,,,,,,,,, $183 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS25,Various WMATS Attrib Projects,,,,2025,Miscellaneous,," $1,763 ",,,,,,,," $1,259 ",,,,, $151 ,,,,,,,,,,,,,,,,,,,,,,,,,, $353 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS25,Various WMATS Attrib Projects,,,,2026,Miscellaneous,," $1,798 ",,,,,,,," $1,284 ",,,,, $154 ,,,,,,,,,,,,,,,,,,,,,,,,,, $360 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS25,Various WMATS Attrib Projects,,,,2027,Miscellaneous,," $1,833 ",,,,,,,," $1,309 ",,,,, $157 ,,,,,,,,,,,,,,,,,,,,,,,,,, $367 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
WMATS25,Various WMATS Attrib Projects,,,,2028,Miscellaneous,," $1,870 ",,,,,,,," $1,336 ",,,,, $160 ,,,,,,,,,,,,,,,,,,,,,,,,,, $374 ,Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
XX2025-01,IRP Debt Service,,,,2025,Miscellaneous,," $38,000 "," $38,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-02,Various Bridge Preservation,,,,2025,System Preservation,," $18,000 "," $12,400 ",,,,,,,,," $2,000 ",,,,,,,,,,,,,,,,,,,,,,,,,," $3,600 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-03,Various Off-System Bridge Rehab / Replacement on City Streets,,,,2025,Str. & Apprs.,," $2,500 ",,,,,,," $1,125 ",,," $1,125 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,, $250 ,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-04,Bridge Inspection / Inspection Equipment,,,,2025,Miscellaneous,," $4,000 ",,,,,," $2,400 ", $800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $800 ,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-05,RR Xing Protect Devices / Surfacing / Hazard Elim,,,,2025,Safety Improvements,," $2,056 ",,,," $2,056 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State/RR,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-06,Various Transportation Alternative Projects,,,,2025,Miscellaneous,," $16,920 ",,,,,,,,,,,,,,,,,,," $13,536 ",,,,,,,,,,,,,,,,,,,," $3,384 ",Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-07,Various Trail Projects,,,,2025,Miscellaneous,," $1,868 ",,,,,,,,,,,,,,,," $1,494 ",,,,,,,,,,,,,,,,,,,,,,, $374 ,Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-08,Various Resurf / Restore / Rehab / Recon / BR Repl / BR Rehab on County Roads,,,,2025,4-R | Strs. & Apprs.,," $7,459 ",,,,,," $5,967 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,492 ",State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-09,Various Bridge Rehab / Replacement on County Roads,,,,2025,Str. & Apprs.,," $4,625 ",,,,,,,,,," $3,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,, $925 ,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-10,PE / Right-of-Way / Utilities / CENG,,,,2025,Project Development,," $20,000 "," $7,020 ", $600 ," $2,000 "," $1,130 ",," $5,000 ",,,,,,,,,,, $250 ,,,,,,,,,,,,,,,,,,,,," $4,000 ",,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding in this category may be used for the development of any project within the 2025-2028 STIP.
XX2025-11,Various Wildflower Programs,,,,2025,Miscellaneous,, $30 ,,,,,, $24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $6 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-12,Motor Fuel Enforcement Activities,,,,2025,Miscellaneous,, $20 ,,,,,, $20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-13,Various Statewide Safety Improvements,,,,2025,Safety Improvements,," $10,898 ",,," $9,808 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,090 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-14,Statewide Pavement Markings & Signing Projects,,,,2025,System Preservation,," $12,000 "," $5,100 ",," $1,000 ",,," $3,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,400 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-15,Workforce Training and Development,,,,2025,Miscellaneous,, $950 ,,,,,,, $950 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-16,Various Pavement Preservation Projects,,,,2025,System Preservation,," $131,839 "," $1,469 ",," $1,000 ",,," $32,576 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $14,294 "," $82,500 ",,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-17,Various Signal and Intersection Improvements,,,,2025,Intersection Improvements,," $4,125 ",,,,,," $3,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $825 ,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Includes all MPOs with the exception inside the urbanized areas of CARTS, NARTS & WMATS."
XX2025-18,Various Sealing Projects,,,,2025,System Preservation,," $15,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $15,000 ",,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-19,Various Federal Lands Projects,,,,2025,Miscellaneous,," $34,459 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $3,600 ", $1 ," $29,958 ",,,,,,,,, $900 ,,Federal Lands/State/Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding for the category is detailed in Appendix B.
XX2025-20,Various Ferry Boat Program Projects,,,,2025,Miscellaneous,, $125 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,, $25 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-21,Disadvantaged Business Enterprises (DBE) Supportive Services,,,,2025,Miscellaneous,, $150 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $150 ,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding amount is approximate.
XX2025-22,On-the-Job Training (OJT) Supportive Services,,,,2025,Miscellaneous,, $125 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,, $25 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding amount is approximate.
XX2025-23,Various Electric Vehicle Infrastructure Projects,,,,2025,Miscellaneous,," $14,410 ",,,,,,,,,,," $11,528 ",,,,,,,,,,,,,,,,,,,,,,,,," $2,882 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-24,Various Intelligent Transportation System (ITS) Projects,,,,2025,ITS Improvements,, $500 ,,,,,,,,,,,, $400 ,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-25,Various Transportation Resiliency Projects,,,,2025,Miscellaneous,," $14,339 ",,,,,, $500 ,,,,,,,," $10,971 ",,,,,,,,,,,,,,,,,,,,,," $2,868 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2025-26,Various ADA Facility Upgrades,,,,2025,Miscellaneous,, $500 ,,,,,, $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-01,IRP Debt Service,,,,2026,Miscellaneous,," $15,000 "," $15,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,This is the final repayment of the bond program.
XX2026-02,Various Bridge Preservation,,,,2026,System Preservation,," $18,000 "," $12,400 ",,,,,,,,," $2,000 ",,,,,,,,,,,,,,,,,,,,,,,,,," $3,600 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-03,Various Off-System Bridge Rehab / Replacement on City Streets,,,,2026,Str. & Apprs.,," $2,500 ",,,,,,," $1,000 ",,," $1,000 ",,,,,,,,,,,,,,,,,,,,,,,,,, $500 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-04,Bridge Inspection / Inspection Equipment,,,,2026,Miscellaneous,," $4,000 ",,,,,," $2,400 ", $800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $800 ,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-05,RR Xing Protect Devices / Surfacing / Hazard Elim,,,,2026,Project Development,," $3,136 ",,,," $3,136 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State/RR,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-06,Various Transportation Alternative Projects,,,,2026,Miscellaneous,," $18,545 ",,,,,,,,,,,,,,,,,,," $14,836 ",,,,,,,,,,,,,,,,,,,," $3,709 ",Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-07,Various Trail Projects,,,,2026,Miscellaneous,," $1,868 ",,,,,,,,,,,,,,,," $1,494 ",,,,,,,,,,,,,,,,,,,,,,, $374 ,Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-08,Various Resurf / Restore / Rehab / Recon / BR Repl / BR Rehab on County Roads,,,,2026,4-R | Strs. & Apprs.,," $7,459 ",,,,,," $5,967 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,492 ",State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-09,Various Bridge Rehab / Replacement on County Roads,,,,2026,Str. & Apprs.,," $4,625 ",,,,,,,,,," $4,163 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,, $462 ,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-10,PE / Right-of-Way / Utilities / CENG,,,,2026,Project Development,," $20,000 "," $7,020 ", $600 ," $2,000 "," $1,130 ",," $5,000 ",,,,,,,,,,, $250 ,,,,,,,,,,,,,,,,,,,,," $4,000 ",,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding in this category may be used for the development of any project within the 2025-2028 STIP.
XX2026-11,Various Wildflower Programs,,,,2026,Miscellaneous,, $30 ,,,,,, $24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $6 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-12,Motor Fuel Enforcement Activities,,,,2026,Miscellaneous,, $20 ,,,,,, $20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-13,Various Statewide Safety Improvements,,,,2026,Safety Improvements,," $25,017 ",,," $22,515 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,502 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-14,Statewide Pavement Markings & Signing Projects,,,,2026,System Preservation,," $12,000 "," $8,010 ",," $1,000 ",,, $590 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,400 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-15,Workforce Training and Development,,,,2026,Miscellaneous,, $950 ,,,,,,, $950 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-16,Various Pavement Preservation Projects,,,,2026,System Preservation,," $130,609 "," $1,161 ",," $1,000 ",,," $7,141 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $39,707 "," $81,600 ",,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-17,Various Signal and Intersection Improvements,,,,2026,Intersection Improvements,," $2,500 ",,,,,," $2,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $500 ,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Includes all MPOs with the exception inside the urbanized areas of CARTS, NARTS & WMATS."
XX2026-18,Various Sealing Projects,,,,2026,System Preservation,," $15,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $15,000 ",,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-19,Various Federal Lands Projects,,,,2026,Miscellaneous,," $8,317 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $3,600 "," $3,817 ",,,,,,,,,, $900 ,,Federal Lands/State/Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding for the category is detailed in Appendix B.
XX2026-20,Various Ferry Boat Program Projects,,,,2026,Miscellaneous,, $125 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,, $25 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-21,Disadvantaged Business Enterprises (DBE) Supportive Services,,,,2026,Miscellaneous,, $150 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $150 ,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding amount is approximate.
XX2026-22,On-the-Job Training (OJT) Supportive Services,,,,2026,Miscellaneous,, $125 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,, $25 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding amount is approximate.
XX2026-23,Various Electric Vehicle Infrastructure Projects,,,,2026,Miscellaneous,," $14,410 ",,,,,,,,,,," $11,528 ",,,,,,,,,,,,,,,,,,,,,,,,," $2,882 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-24,Various Intelligent Transportation System (ITS) Projects,,,,2026,ITS Improvements,," $18,348 ",,,,,,,,,,,," $14,678 ",,,,,,,,,,,,,,,,,,,,,,,," $3,670 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-25,Various Transportation Resiliency Projects,,,,2026,Miscellaneous,," $8,661 ",,,,,, $500 ,,,,,,,," $6,429 ",,,,,,,,,,,,,,,,,,,,,," $1,732 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2026-26,Various ADA Facility Upgrades,,,,2026,Miscellaneous,, $500 ,,,,,, $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-02,Various Bridge Preservation,,,,2027,System Preservation,," $1,000 ", $640 ,,,,,,,,, $160 ,,,,,,,,,,,,,,,,,,,,,,,,,, $200 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Amount reduced to account for funds being utilized on Job 06X546.
XX2027-03,Various Off-System Bridge Rehab / Replacement on City Streets,,,,2027,Str. & Apprs.,," $2,500 ",,,,,,," $1,000 ",,," $1,000 ",,,,,,,,,,,,,,,,,,,,,,,,,, $500 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-04,Bridge Inspection / Inspection Equipment,,,,2027,Miscellaneous,," $7,000 ",,,,,," $4,800 ", $800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,400 ",,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-05,RR Xing Protect Devices / Surfacing / Hazard Elim,,,,2027,Project Development,," $3,221 ",,,," $3,221 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State/RR,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-06,Various Transportation Alternative Projects,,,,2027,Miscellaneous,," $19,555 ",,,,,,,,,,,,,,,,,,," $15,644 ",,,,,,,,,,,,,,,,,,,," $3,911 ",Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-07,Various Trail Projects,,,,2027,Miscellaneous,," $1,868 ",,,,,,,,,,,,,,,," $1,494 ",,,,,,,,,,,,,,,,,,,,,,, $374 ,Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-08,Various Resurf / Restore / Rehab / Recon / BR Repl / BR Rehab on County Roads,,,,2027,4-R | Strs. & Apprs.,," $7,459 ",,,,,," $5,967 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,492 ",State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-09,Various Bridge Rehab / Replacement on County Roads,,,,2027,Str. & Apprs.,," $4,625 ",,,,,,,,,," $4,163 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,, $462 ,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-10,PE / Right-of-Way / Utilities / CENG,,,,2027,Project Development,," $20,000 "," $7,020 ", $600 ," $2,000 "," $1,130 ",," $5,000 ",,,,,,,,,,, $250 ,,,,,,,,,,,,,,,,,,,,," $4,000 ",,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding in this category may be used for the development of any project within the 2025-2028 STIP.
XX2027-11,Various Wildflower Programs,,,,2027,Miscellaneous,, $30 ,,,,,, $24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $6 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-12,Motor Fuel Enforcement Activities,,,,2027,Miscellaneous,, $20 ,,,,,, $20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-13,Various Statewide Safety Improvements,,,,2027,Safety Improvements,," $39,687 ",,," $35,718 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $3,969 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-14,Statewide Pavement Markings & Signing Projects,,,,2027,System Preservation,," $15,000 "," $5,100 ",," $3,400 ",,," $3,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $3,000 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-15,Workforce Training and Development,,,,2027,Miscellaneous,, $950 ,,,,,,, $950 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-16,Various Pavement Preservation Projects,,,,2027,System Preservation,," $107,523 "," $8,810 ",," $1,000 ",,," $5,467 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $9,146 "," $83,100 ",,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-17,Various Signal and Intersection Improvements,,,,2027,Intersection Improvements,," $5,000 ",,,,,," $4,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,000 ",,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Includes all MPOs with the exception inside the urbanized areas of CARTS, NARTS & WMATS."
XX2027-18,Various Sealing Projects,,,,2027,System Preservation,," $15,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $15,000 ",,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
